platform,original_link,post_time,title,view_count,like_count,price,images,description,category,status,seller_location,expiration_date,market_price,capacity,parking,options,check_in_out_time,shipping_fee,transaction_location,transaction_method
중고나라,https://web.joongna.com/product/188311472,2024-10-08 15:34:44.708889,"[특가] 10월12,19,26일 비체펠리스/오크밸리/덕구/여수 양도",2,0,"2,222원",/cafe-article-data/live/2024/10/08/1080547076/1728356257610_000_LtKCl_main.png?impolicy=DoubleWtmk&ftext={0},"● 셀러회원 인증 여행지기11 입니다..""믿고 예약하셔도 됩니다""
● 소노펠리체 이스트 30프로 할인권 주중,주말 1팀4인 7만 / 웨스트,델피노 30프로4인 1팀 3만                   ● 홍천 소노펠리체 테라스60평 단독형 리뉴얼 실외자쿠지객실 주중 25만(연박할인 ),금토항시가능 금액문의

예약 후 에는 취소나 날짜 변경이 안되오니 신중한 결정부탁드려요!!
객실입실정원/ 객실구조/ 부대시설운영여부는 따로 안내드리지 않으니 직접 확인해주세요
※모든요금은 1박당 요금 기준입니다 

▶ 위 닉네임 여행지기 11 (게시글보기) 클릭 하시면 더 많은 정보 보실수 있어요
기타지역 (쏠비치양양,삼척,진도/델피노/단양/천안/청송/변산/거제/여수
홍천소노펠리체/소노빌리지/소노테라스단독형60평특가/홍천비발디/롯데속초/롯데부여/리솜전지역)

● 010 9854 9325 전화나 문자가 빠릅니다






10/8일
롯데속초리조트 45타입3룸 바다뷰 1박  29만    워터파크 50프로할인
소노펠리체 테라스 단독형 60평 리뉴얼 실외자쿠지 22만

10/11,12,13일 
롯데속초리조트 45타입 3룸 바다뷰 (2박 연박할인 /최저가 금액문의)
삼척,양양  쏠비치 스위트스탠다드 2박  45만

10/12일
고성 소노펠리체 델피노 실버스탠다드43만 /골드파노라마 취사 50만
고성 소노펠리체 로얄 스탠다드취사 52만/ 로얄 파노라마 취사 54만
롯데속초리조트 45타입 3룸 바다뷰  47만 
롯데부여리조트 스위트취사 35만/ 패밀리취사 33만
홍천 소노펠리체 테라스60평 단독형 실외자쿠지 45만/ 프레지덴셜 금액문의
홍천 소노빌리지  (조식2+워터파크2인+소인1인+액티비티3종) 실버 39만 /골드그랜드44만
홍천 소노펠리체 (조식2+워터파크2인+소인1인+액티비티3종) 실버 37만/ 골드 41만
홍천 소노벨 스탠다드 (조식2+워터파크2인+소인1인+액티비티3종) 패밀리 26만/스위트 29만
홍천 소노벨 스탠다드 (중식또는 석식단품) 패밀리  21만/ 스위트 25만
홍천 소노...",,판매중,,,,,,,,,,
중고나라,https://web.joongna.com/product/188309739,2024-10-08 15:34:44.708889,플라자 호텔 10/8(화) 해피아워 명동,3,0,"2,000원",/cafe-article-data/live/2024/10/08/1080544664/1728355450450_000_umxib_main.jpg?impolicy=DoubleWtmk&ftext={0},"플라자 호텔 

킹베드룸 또는 트윈룸
+ 조식
+ 해피아워
+ 12시 -> 4시 체크아웃
+ 룸업그레이드(시청광장뷰)

10/8(화) 45만원
* 다른 날짜 변경 가능(요금 변동)

0102027509영",,판매중,,,,,,,,,,
중고나라,https://web.joongna.com/product/188310949,2024-10-08 15:34:44.708889,(10월.12일) 켄싱턴리조트 설악밸리. 설악비치. 경주. 양도합니다,1,0,"2,222원",/cafe-article-data/live/2024/10/08/1080546313/1728355998563_000_Bi3Vd_main.jpeg?impolicy=DoubleWtmk&ftext={0},"🍀 중고나라 셀러회원 ""휴가시즌"" 🍀
📞010-8628-7114📞 언제든 연락주세요 :) 


⭐ 켄싱턴리조트 설악/경주
- 해당 날짜(바로확정) 외에 필요하신 날짜 문의주세요(주중/주말)

✅ 클린객실은 리뉴얼된 객실입니다
✅ 충주, 제주한림 객실도 예약 가능합니다
---------------------------------------------------------

10/12(토) 설악비치/ 켄싱턴 프리미어 오션뷰(클린)- 34만
10/12(토) 설악비치/ 켄싱턴 디럭스 오션뷰(클린)- 32만
10/12(토) 설악비치/ 켄싱턴스튜디오 마운틴뷰- 25만
10/12(토) 설악비치/ 스튜디오 키즈코코몽 오션뷰- 29만

10/19(토) 설악비치/ 켄싱턴 프리미어 오션뷰(클린)- 34만
10/19(토) 설악비치/ 켄싱턴 디럭스 오션뷰(클린)- 32만
10/19(토) 설악비치/ 켄싱턴 디럭스 마운틴뷰(취사)- 30만

10/26(토) 설악비치/ 켄싱턴 프리미어 오션뷰(클린)- 34만
10/26(토) 설악비치/ 켄싱턴 디럭스 오션뷰(클린)- 32만

11/2(토) 설악비치/ 켄싱턴 디럭스 오션뷰(클린)- 32만
11/2(토) 설악밸리/ 프리미어 로잔- 36만

11/9(토) 설악비치/ 켄싱턴 디럭스 오션뷰(클린)- 32만
11/9(토) 설악밸리/ 프리미어 로잔- 36만
11/9(토) 설악밸리/ 로얄스위트 바젤- 49만 

11/16(토) 설악비치/ 켄싱턴 디럭스 오션뷰(클린)- 32만
11/16(토) 설악밸리/ 프리미어 로잔- 36만
11/16(토) 설악밸리/ 로얄스위트 바젤- 49만 

11/23(토) 설악밸리/ 로얄스위트 바젤- 48만 

11/30(토) 설악밸리/ 프리미어 로잔- 34만


🍀 중고나라 셀러회원 ""휴가시즌"" 🍀
📞010-8628-7114📞 언제든 연락주세요 :)
강원도 속초 강릉 보문단지 별장형 별장리조트 해수사우나 동해안 설악산 콘도 가족여행 바베큐 당일 오늘 내일 토요일 평일 이번주 주중 주말 최저가 초특가 가성비 조식뷔페 바다 10월 12...",,판매중,,,,,,,,,,
중고나라,https://web.joongna.com/product/188311051,2024-10-08 15:34:44.708889,(10월.12일) 한화리조트 설악쏘라노.거제.해운대.경주.산정호수.대천.용인,0,0,"2,222원",/cafe-article-data/live/2024/10/08/1080546397/1728356040158_000_I4TnU_main.jpeg?impolicy=DoubleWtmk&ftext={0},"🍀 중고나라 셀러회원 ""휴가시즌"" 🍀
📞010-8628-7114📞 언제든 연락주세요 :)


⭐ 한화리조트 전국지점 
- 아래표기된 날짜(바로확정 가능) 외에 필요하신 날짜 문의주세요(주중/주말)
- 거제 르씨엘/ 마티에 오시리아/ 브리드호텔 양양/ 제주/ 더플라자호텔 (예약가능)
- 조식포함 예약가능. 워터파크(설악-워터피아, 경주-뽀로로아쿠아빌리지) 할인 예약가능

📌 설악/쏘라노(신관), 별관(구관)
10/12(토) 디럭스 모던/ 32만, 디럭스 온돌/ 26만
10/19(토) 디럭스 온돌/ 26만, 디럭스 원룸/ 26만
10/26(토) 디럭스 모던/ 32만
11/1(금) 디럭스 온돌/ 23만
11/2(토) 디럭스 온돌/ 26만, 디럭스 원룸/ 26만, 디럭스 유러피안 원룸(호텔형)/ 32만
11/8(금) 디럭스 온돌/ 23만
11/9(토) 디럭스 온돌/ 26만
11/16(토) 디럭스 원룸호텔형/ 26만, 디럭스 유러피안 원룸(호텔형)/ 32만
11/23(토) 디럭스 온돌/ 26만, 디럭스 트윈베드/ 26만
11/30(토) 디럭스 온돌/ 26만, 디럭스 트윈베드/ 26만

📌 부산/해운대 티볼리
10/12(토) 디럭스(오륙도뷰)/ 30만, 디럭스(오션뷰 호텔형)/ 32만
10/19(토) 디럭스(오륙도뷰)/ 30만
11/2(토) 디럭스(오륙도뷰 알앤비호텔형)/ 33만
11/16(토) 디럭스(오륙도뷰 알앤비호텔형)/ 33만
11/23(토) 디럭스(오륙도뷰 알앤비호텔형)/ 33만
11/30(토) 디럭스(오륙도뷰 알앤비호텔형)/ 33만

📌 거제/벨버디어 (전객실 미취사 호텔형)
10/12(토) 스위트 오션뷰/ 40만
10/19(토) 스위트 오션뷰/ 40만, 스위트/ 38만, 디럭스(원룸)/ 32만
10/26(토) 스위트 오션뷰/ 40만, 스위트/ 38만
11/2(토) 스위트 오션뷰/ 40만, 디럭스(원룸)/ 30만
11/9(토) 스위트 오션뷰/ 40만
11/16(토) 스위트 오션뷰/ 40만
11/23(토) 스위트 오션뷰/ 40만
11/30(토) 스위트 오션뷰/ ...",,판매중,,,,,,,,,,
중고나라,https://web.joongna.com/product/188310782,2024-10-08 15:34:44.708889,(10월.12일) 오크밸리. 비체팰리스. 디오션리조트. 모나용평. 예약,1,0,"2,222원",/cafe-article-data/live/2024/10/08/1080546108/1728355937324_000_IUsLS_main.jpeg?impolicy=DoubleWtmk&ftext={0},"🍀 중고나라 셀러회원 ""휴가시즌"" 🍀
📞010-8628-7114📞 언제든 연락주세요 :)

실시간 예약으로 문의주시면 확인후 확정드립니다.
(*마크된 객실은 바로확정 가능하며, 그외 객실은 실시간으로 객실상황
확인후 예약 도와드립니다. 가격참고 하신후 필요하시면 문의해주세요.)


⭐ 오크밸리 리조트(원주)

10/12(토) 밸리빌리지 노블31*/ 29만 (1박당)
10/12(토) 밸리빌리지 노블46*/ 35만 (1박당)

10/19(토) 밸리빌리지 노블31*/ 29만 (1박당)
10/19(토) 밸리빌리지 노블46*/ 35만 (1박당)

10/26(토) 밸리빌리지 노블31*/ 29만 (1박당)
10/26(토) 밸리빌리지 노블46*/ 35만 (1박당)


⭐ 비체팰리스(무창포)

10/12(토) 27타입/ 23만 (1박당)
10/12(토) 27타입 스위트/ 28만 (1박당)
10/12(토) 36타입 온돌/ 32만 (1박당)
10/12(토) 36타입 오션뷰/ 32만 (1박당)
10/12(토) 36타입 스위트/ 33만 (1박당)

10/19(토) 27타입/ 23만 (1박당)
10/19(토) 27타입 스위트/ 28만 (1박당)
10/19(토) 36타입 온돌/ 32만 (1박당)
10/19(토) 36타입 오션뷰/ 32만 (1박당)
10/19(토) 36타입 스위트/ 33만 (1박당)

10/26(토) 27타입/ 23만 (1박당)
10/26(토) 27타입 스위트/ 28만 (1박당)
10/26(토) 36타입 온돌/ 32만 (1박당)
10/26(토) 36타입 오션뷰/ 32만 (1박당)
10/26(토) 36타입 스위트/ 33만 (1박당)



⭐ 디오션리조트(여수)

10/19(토) 26평형 오렌지/ 25만
10/19(토) 40평형 그린/ 35만

10/26(토) 26평형 오렌지/ 25만
10/26(토) 40평형 그린/ 35만



⭐ 모나 용평리조트(평창)

10/19(토) 타워콘도(18평 트윈)/ 22만 (1박당)
10/19(토) 빌라콘도(28평)/ 23만 (1박당)
10/1...",,판매중,,,,,,,,,,
중고나라,https://web.joongna.com/product/188310881,2024-10-08 15:34:44.708889,(10월.12일) 델피노 소노펠리체.문.벨.캄/ 비발디파크/ 쏠비치 양양 삼척,1,0,"2,222원",/cafe-article-data/live/2024/10/08/1080546230/1728355966917_000_JRmmR_main.jpeg?impolicy=DoubleWtmk&ftext={0},"🍀 중고나라 셀러회원 ""휴가시즌"" 🍀
📞010-8628-7114📞 언제든 연락주세요 :)

실시간 예약으로 문의주시면 확인후 확정드립니다.
(*마크된 객실은 바로확정 가능하며, 그외 객실은 실시간으로 객실상황
확인후 예약 도와드립니다. 가격참고 하신후 필요하시면 문의해주세요.)


🕌 소노호텔앤리조트

⭐ 델피노 설악(소노문/소노캄/소노펠리체)

10/12(토) 델피노 소노펠리체 실버스위트 (스탠다드/취사)/ 56만
10/12(토) 델피노 소노펠리체 골드스위트 (스탠다드/취사)/ 60만
10/12(토) 델피노 소노펠리체 골드스위트 (설악마운틴뷰/취사)/ 66만
10/12(토) 델피노 소노펠리체 (빌리지) 골드스위트 (설악마운틴뷰/취사)/ 53만

10/19(토) 델피노 소노펠리체 실버스위트 (스탠다드/취사)/ 59만
10/19(토) 델피노 소노펠리체 골드스위트 (스탠다드/취사)/ 62만
10/19(토) 델피노 소노펠리체 골드스위트 (설악마운틴뷰/취사)*/ 68만
10/19(토) 델피노 소노펠리체 로얄스위트 (파노라마뷰/클린)*/ 79만
10/19(토) 델피노 소노펠리체 (빌리지) 골드스위트 (설악마운틴뷰/취사)/ 55만

10/26(토) 델피노 소노펠리체 실버스위트 (스탠다드/취사)/ 59만
10/26(토) 델피노 소노펠리체 골드스위트 (스탠다드/취사)/ 62만
10/26(토) 델피노 소노펠리체 골드스위트 (설악마운틴뷰/취사)/ 68만
10/26(토) 델피노 소노펠리체 (빌리지) 골드스위트 (설악마운틴뷰/취사)/ 55만

10/12(토) 델피노 소노문 패밀리 (스탠다드/취사)/ 26만
10/12(토) 델피노 소노문 스위트 (스탠다드/취사)/ 30만
10/12(토) 델피노 소노문 스위트 (설악마운틴뷰/취사)/ 33만

10/12(토) 델피노 소노벨 스위트 (스탠다드/취사)/ 32만
10/12(토) 델피노 소노벨 스위트 (마운틴뷰/취사)/ 35만

10/19(토) 델피노 소노문 패밀리 (스탠다드/취사)/ 28만
10/19(토) 델피노 소노문 스위트 (스탠다드/취사...",,판매중,,,,,,,,,,
중고나라,https://web.joongna.com/product/188309438,2024-10-08 15:34:44.708889,"[특가] 10월12,19,26일 쏠비치 양양,삼척,진도 호텔&리조트 양도",0,0,"2,222원",/cafe-article-data/live/2024/10/08/1080544253/1728355313380_000_kEB4G_main.jpg?impolicy=DoubleWtmk&ftext={0},"● 셀러회원 인증 여행지기11 입니다..""믿고 예약하셔도 됩니다""
● 소노펠리체 이스트 30프로 할인권 주중,주말 1팀4인 7만 / 웨스트,델피노 30프로4인 1팀 3만                   ● 홍천 소노펠리체 테라스60평 단독형 리뉴얼 실외자쿠지객실 주중 25만(연박할인 ),금토항시가능 금액문의

예약 후 에는 취소나 날짜 변경이 안되오니 신중한 결정부탁드려요!!
객실입실정원/ 객실구조/ 부대시설운영여부는 따로 안내드리지 않으니 직접 확인해주세요
※모든요금은 1박당 요금 기준입니다 

▶ 위 닉네임 여행지기 11 (게시글보기) 클릭 하시면 더 많은 정보 보실수 있어요
기타지역 (쏠비치양양,삼척,진도/델피노/단양/천안/청송/변산/거제/여수
홍천소노펠리체/소노빌리지/소노테라스단독형60평특가/홍천비발디/롯데속초/롯데부여/리솜전지역)

● 010 9854 9325 전화나 문자가 빠릅니다






10/8일
롯데속초리조트 45타입3룸 바다뷰 1박  29만    워터파크 50프로할인
소노펠리체 테라스 단독형 60평 리뉴얼 실외자쿠지 22만

10/11,12,13일 
롯데속초리조트 45타입 3룸 바다뷰 (2박 연박할인 /최저가 금액문의)
삼척,양양  쏠비치 스위트스탠다드 2박  45만

10/12일
고성 소노펠리체 델피노 실버스탠다드43만 /골드파노라마 취사 50만
고성 소노펠리체 로얄 스탠다드취사 52만/ 로얄 파노라마 취사 54만
롯데속초리조트 45타입 3룸 바다뷰  47만 
롯데부여리조트 스위트취사 35만/ 패밀리취사 33만
홍천 소노펠리체 테라스60평 단독형 실외자쿠지 45만/ 프레지덴셜 금액문의
홍천 소노빌리지  (조식2+워터파크2인+소인1인+액티비티3종) 실버 39만 /골드그랜드44만
홍천 소노펠리체 (조식2+워터파크2인+소인1인+액티비티3종) 실버 37만/ 골드 41만
홍천 소노벨 스탠다드 (조식2+워터파크2인+소인1인+액티비티3종) 패밀리 26만/스위트 29만
홍천 소노벨 스탠다드 (중식또는 석식단품) 패밀리  21만/ 스위트 25만
홍천 소노...",,판매중,,,,,,,,,,
중고나라,https://web.joongna.com/product/188309346,2024-10-08 15:34:44.708889,하이원리조트 강원랜드 운탄고도 케이블카 곤돌라권 판매합니다 5000원,0,0,"5,000원",/cafe-article-data/live/2024/10/08/1080544123/1728355257571_000_EFxne_main.jpg?impolicy=DoubleWtmk&ftext={0},"하이원리조트 운탄고도 케이블카 정상가 18,000원
장당 5천원에 팝니다

렌탈샵입니다 연락주세요 010-9049-8287",,판매중,,,,,,,,,,
중고나라,https://web.joongna.com/product/188309278,2024-10-08 15:34:44.708889,"(특가) 10월,11월 고성 소노펠리체 델피노 스파룸 양도!!",0,0,"2,222원","/cafe-article-data/live/2024/10/08/1080544012/1728355228763_000_nSnAE_main.png?impolicy=DoubleWtmk&ftext={0}, /cafe-article-data/live/2024/10/08/1080544012/1728355228763_001_LP9Lc.jpg?impolicy=DoubleWtmk&ftext={0}","● 셀러회원 인증 여행지기11 입니다..""믿고 예약하셔도 됩니다""
● 소노펠리체 이스트 30프로 할인권 주중,주말 1팀4인 7만 / 웨스트,델피노 30프로4인 1팀 3만                   ● 홍천 소노펠리체 테라스60평 단독형 리뉴얼 실외자쿠지객실 주중 25만(연박할인 ),금토항시가능 금액문의

예약 후 에는 취소나 날짜 변경이 안되오니 신중한 결정부탁드려요!!
객실입실정원/ 객실구조/ 부대시설운영여부는 따로 안내드리지 않으니 직접 확인해주세요
※모든요금은 1박당 요금 기준입니다 

▶ 위 닉네임 여행지기 11 (게시글보기) 클릭 하시면 더 많은 정보 보실수 있어요
기타지역 (쏠비치양양,삼척,진도/델피노/단양/천안/청송/변산/거제/여수
홍천소노펠리체/소노빌리지/소노테라스단독형60평특가/홍천비발디/롯데속초/롯데부여/리솜전지역)

● 010 9854 9325 전화나 문자가 빠릅니다






10/8일
롯데속초리조트 45타입3룸 바다뷰 1박  29만    워터파크 50프로할인
소노펠리체 테라스 단독형 60평 리뉴얼 실외자쿠지 22만

10/11,12,13일 
롯데속초리조트 45타입 3룸 바다뷰 (2박 연박할인 /최저가 금액문의)
삼척,양양  쏠비치 스위트스탠다드 2박  45만

10/12일
고성 소노펠리체 델피노 실버스탠다드43만 /골드파노라마 취사 50만
고성 소노펠리체 로얄 스탠다드취사 52만/ 로얄 파노라마 취사 54만
롯데속초리조트 45타입 3룸 바다뷰  47만 
롯데부여리조트 스위트취사 35만/ 패밀리취사 33만
홍천 소노펠리체 테라스60평 단독형 실외자쿠지 45만/ 프레지덴셜 금액문의
홍천 소노빌리지  (조식2+워터파크2인+소인1인+액티비티3종) 실버 39만 /골드그랜드44만
홍천 소노펠리체 (조식2+워터파크2인+소인1인+액티비티3종) 실버 37만/ 골드 41만
홍천 소노벨 스탠다드 (조식2+워터파크2인+소인1인+액티비티3종) 패밀리 26만/스위트 29만
홍천 소노벨 스탠다드 (중식또는 석식단품) 패밀리  21만/ 스위트 25만
홍천 소노...",,판매중,,,,,,,,,,
중고나라,https://web.joongna.com/product/188309243,2024-10-08 15:34:44.708889,[판매] 10월 하이원 마운틴콘도 35평 디럭스룸 판매 합니다. 6만원,1,0,"60,000원","/cafe-article-data/live/2024/10/08/1080543936/1728355213989_000_vLOY8_main.jpg?impolicy=DoubleWtmk&ftext={0}, /cafe-article-data/live/2024/10/08/1080543936/1728355213990_001_Vmd7S.jpg?impolicy=DoubleWtmk&ftext={0}, /cafe-article-data/live/2024/10/08/1080543936/1728355213990_002_9JRPX.jpg?impolicy=DoubleWtmk&ftext={0}, /cafe-article-data/live/2024/10/08/1080543936/1728355213990_003_ZdXr2.jpg?impolicy=DoubleWtmk&ftext={0}","** 10월 하이원 마운틴콘도 35평 판매 ** 

10월 6일  (일)  마운틴콘도 35평  60,000원 
10월 7일  (월)  마운틴콘도 35평  60,000원 
10월 8일  (화)  마운틴콘도 35평  60,000원 
10월 9일  (수)  마운틴콘도 35평  60,000원 
10월 10일(목)  마운틴콘도 35평  60,000원 
10월 11일(금)  마운틴콘도 35평  70,000원 / 힐콘도 테라스 40평 70,000원 
10월 12일(토)  마운틴콘도 35평  150,000원 / 힐콘도 35평  140,000원/ 마운틴 50평 230,000원 
10월 13일(일)  마운틴콘도 35평  60,000원
10월 14일(월)  마운틴콘도 35평  60,000원
10월 15일(화)  마운틴콘도 35평  60,000원
10월 16일(수)  마운틴콘도 35평  60,000원
10월 17일(목)  마운틴콘도 35평  60,000원
10월 18일(금)  마운틴콘도 35평  70,000원 / 힐콘도 테라스 40평 70,000원 
10월 19일(토)  마운틴콘도 35평  160,000원 / 힐콘도 35평  150,000원/ 마운틴 50평 230,000원
10월 20일(일)  마운틴콘도 35평  60,000원
10월 21일(월)  마운틴콘도 35평  60,000원
10월 22일(화)  마운틴콘도 35평  60,000원
10월 23일(수)  마운틴콘도 35평  60,000원
10월 24일(목)  마운틴콘도 35평  60,000원
10월 25일(금)  마운틴콘도 35평  70,000원 / 힐콘도 테라스 40평 70,000원
10월 26일(토)  마운틴콘도 35평  160,000원 / 힐콘도 35평  150,000원/ 마운틴 50평 230,000원
10월 27일(일)  마운틴콘도 35평  60,000원
10월 28일(월)  마운틴콘도 35평  60,000원
10월 29일(화)  마운틴콘도 35평  60,000원
10월 30일(수)  마운틴콘도 35평  60,000원
1...",,판매중,,,,,,,,,,
중고나라,https://web.joongna.com/product/188309211,2024-10-08 15:34:44.708889,"[판매] 하이원 운탄고도 케이블카 왕복권 (구) 스카이1340 관광곤도라, 조식권 이용권 판매합니다.5천원",1,0,"5,000원","/cafe-article-data/live/2024/10/08/1080543905/1728355187277_005_oiwiy_main.jpg?impolicy=DoubleWtmk&ftext={0}, /cafe-article-data/live/2024/10/08/1080543905/1728355187276_000_hVyD5.jpg?impolicy=DoubleWtmk&ftext={0}, /cafe-article-data/live/2024/10/08/1080543905/1728355187276_001_jLfH4.jpg?impolicy=DoubleWtmk&ftext={0}, /cafe-article-data/live/2024/10/08/1080543905/1728355187277_002_q8NEe.jpg?impolicy=DoubleWtmk&ftext={0}, /cafe-article-data/live/2024/10/08/1080543905/1728355187277_003_jIFu2.jpg?impolicy=DoubleWtmk&ftext={0}, /cafe-article-data/live/2024/10/08/1080543905/1728355187277_004_R4gqI.jpg?impolicy=DoubleWtmk&ftext={0}, /cafe-article-data/live/2024/10/08/1080543905/1728355187277_006_CSrql.jpg?impolicy=DoubleWtmk&ftext={0}, /cafe-article-data/live/2024/10/08/1080543905/1728355187277_007_A0o8k.jpg?impolicy=DoubleWtmk&ftext={0}","◆하이원 운탄고도 케이블카 왕복권 (구 스카이 1340 관광 곤도라)◆

운탄고도 케이블카 왕복권

1인 5,000원 (정상가 18,000원) 대,소인 구분없음 11월 1일까지

입금후 바코드 이용권은 즉시 문자 전송해 드립니다.

구매문의 010-2168-5024 

◆하이원 워터월드 이용권 ◆

(8월 26일~10월13일) 

대인 주말권 27,000원 
소인 주말권 23,000원 
대인 주중권 24,000원 
소인 주중권 21,000원 

입금후 문자로 전송해 드립니다 


< 입장권 + 구명조끼 포함가 >
대인 주말권 + 조끼포함= 29,000원 
소인 주말권 + 조끼포함= 25,000원 
대인 주중권 + 조끼포함= 26,000원 
소인 주중권 + 조끼포함= 23,000원

구명조끼는 매장수령 조건입니다.

< 입장권 + 구명조끼 + 운탄고도 케이블카 포함가>
대인 주말권 + 조끼포함 + 운탄고도 케이블카 = 34,000원 
소인 주말권 + 조끼포함 + 운탄고도 케이블카 = 30,000원 
대인 주중권 + 조끼포함 + 운탄고도 케이블카 = 31,000원 
소인 주중권 + 조끼포함 + 운탄고도 케이블카 = 28,000원

< 입장권 + 구명조끼 + 운탄고도 케이블카 +마운틴 조식 포함가>
대인 주말권 + 조끼포함 + 운탄고도 케이블카 +조식 = 43,000원 
소인 주말권 + 조끼포함 + 운탄고도 케이블카 +조식 = 39,000원 
대인 주중권 + 조끼포함 + 운탄고도 케이블카 +조식 = 40,000원 
소인 주중권 + 조끼포함 + 운탄고도 케이블카 +조식 = 37,000원

* 구명조끼 대여 3,000원 
매장 수령조건입니다 . (워터월드 5분거리)
입금후 바코드 이용권은 즉시 문자 전송해 드립니다.

☆하이원 마운틴 조식단품 ☆
하이원 마운틴 조식단품 장당 1만원 
주말 아테나 조식 부페로 변경 가능 
부페로 변경시 추가금 대인 13,000원/ 소인 3,000원 

☆하이원 운탄고도 케이블카 왕복권 (구 관광곤도라)☆
1장 당 5,000원

☆그랜드테...",,판매중,,,,,,,,,,
중고나라,https://web.joongna.com/product/188308283,2024-10-08 15:34:44.708889,10월 11월 소노펠리체 소노빌리지 대명 홍천 비발디파크,0,0,"2,000원",/cafe-article-data/live/2024/10/08/1080542623/1728354740141_000_RZCHV_main.jpg?impolicy=DoubleWtmk&ftext={0},"비발디파크
010-2293-5113
문자주세요!
-
해당날짜에 객실이 있는지 확인후 문자주세요
밑으로 내리면 각 지역 해당 날짜와 금액이 써있습니다.
-
 
-
-
-
10/12(토)
-
10/19(토)
----소노벨 비발디파크 B----스위트 오크 스탠다드 침대/취사 1박 폴인올인클루시브-조식뷔페(2인) + 워터파크(2인) + 액티비티(2인) 3종-소인1인 추가무료----314,000
-
10/26(토)
----소노벨 비발디파크 B----스위트 오크 파크뷰 침대/취사 1박 폴인올인클루시브-조식뷔페(2인) + 워터파크(2인) + 액티비티(2인) 3종-소인1인 추가무료----347,000
----소노벨 비발디파크 B----스위트 파인 파크뷰 침대/취사 1박 폴인올인클루시브-조식뷔페(2인) + 워터파크(2인) + 액티비티(2인) 3종-소인1인 추가무료----347,000
-
11/02(토)
----소노벨 비발디파크 B----스위트 오크 스탠다드 침대/취사 1박 폴인올인클루시브-조식뷔페(2인) + 워터파크(2인) + 액티비티(2인) 3종-소인1인 추가무료----314,000
-
11/09(토)
----소노벨 비발디파크 B----스위트 오크 스탠다드 침대/취사 1박 힐링다이닝-중식단품 or 석식단품 택1 (2인) + 웰컴티 2잔-현장 5천원추가시 조식변경가능----266,000
-
11/16(토)
----소노벨 비발디파크 B----스위트 오크 스탠다드 침대/취사 1박 힐링다이닝-중식단품 or 석식단품 택1 (2인) + 웰컴티 2잔-현장 5천원추가시 조식변경가능----266,000
-
11/30(토)
----소노벨 비발디파크 B----스위트 오크 스탠다드 침대/취사 1박 힐링다이닝-중식단품 or 석식단품 택1 (2인) + 웰컴티 2잔-현장 5천원추가시 조식변경가능----266,000
-
-
-
 
-
010-2293-5113
문자주세요!
비발디파크",,판매중,,,,,,,,,,
중고나라,https://web.joongna.com/product/188307264,2024-10-08 15:34:44.708889,"10월11일(금)12일(토)19일(토) 한화리조트 거제벨버디어 스위트룸, 뽀로로룸 숙박 양도",1,0,"2,000원",/cafe-article-data/live/2024/10/08/1080541229/1728354258431_000_YL85v_main.JPG?impolicy=DoubleWtmk&ftext={0},"# 연락처 : 010-5627-0499
# 전 객실 미취사 호텔형

☆ 10월12일(토)
스위트 마운틴뷰룸(룸2,욕실2/산전망/5인실) 
- room only 33만원
- 11일 12일 2박 52만원
스위트 오션뷰룸(룸2,욕실2/바다전망/5인실) 
- room only 35만원
스위트 오션뷰 뽀로로 모션플레이룸(룸2,욕실2/바다전망/5인실) 
- room only 40만원

☆ 10월19일(토)
스위트 마운틴뷰룸(룸2,욕실2/산전망/5인실) 
- room only 33만원
- 18일 19일 2박 52만원
스위트 오션뷰룸(룸2,욕실2/바다전망/5인실) 
- room only 38만원
- 18일 19일 2박 58만원

☆ 10월26일(토)
스위트 오션뷰룸(룸2,욕실2/바다전망/5인실) 
- room only 38만원

☆ 11월2일 9일 16일 23일 30일(토)
스위트 오션뷰룸(룸2,욕실2/바다전망/5인실) 
- room only 38만원",,판매중,,,,,,,,,,
중고나라,https://web.joongna.com/product/188309167,2024-10-08 15:34:44.708889,"[판매] 하이원 겨울스키시즌 12월 28일 마운틴 콘도 , 힐콘도 판매",1,0,"310,000원","/cafe-article-data/live/2024/10/08/1080543868/1728355190407_000_ThfBT_main.jpg?impolicy=DoubleWtmk&ftext={0}, /cafe-article-data/live/2024/10/08/1080543868/1728355190407_001_sOXMP.jpg?impolicy=DoubleWtmk&ftext={0}, /cafe-article-data/live/2024/10/08/1080543868/1728355190407_002_5RL2u.jpg?impolicy=DoubleWtmk&ftext={0}",상세 정보를 찾을 수 없습니다.,,판매중,,,,,,,,,,
중고나라,https://web.joongna.com/product/188308271,2024-10-08 15:34:44.708889,11월 14일 유니버셜 스튜디오 싱가포르 입장권 성인 3매(별도 구입),2,0,"70,000원",/cafe-article-data/live/2024/10/08/1080542642/1728354725869_000_bTsKJ_main.png?impolicy=DoubleWtmk&ftext={0},"멍청하게 입장권만 2번 구입을 해서 판매합니다.
장당 7만원이며 별도 판매 가능합니다.
11월 14일 이용권입니다!",,판매중,,,,,,,,,,
