,platform,original_link,post_time,title,view_count,like_count,price,images,description,category,status,seller_location,city_goo,citydong,description_1,expiration_stdate,expiration_endate,room_type,head_count,shipping_fee,transaction_method,market_price,options,parking,check_in_time,check_out_time,stay_type,foreignn,event,advertise
437,중고나라,https://web.joongna.com/product/181369228,2024-10-10 11:31:55.941,대전 여행 성심당 근처 호텔icc 숙박권 (조식포함),80,2,90000,https://img2.joongna.com/cafe-article-data/live/2024/08/19/1072271379/1724057108085_000_OG4GS_main.jpg?impolicy=resizeWatermark3&isSecret=false,"대전 호텔ICC 트윈룸 (2인 조식포함) 판매합니다. (평일/주말 구분없이 숙박 가능) 호텔 이용일은 호텔로 직접 사전 예약하여 사용하시면 됩니다. 25년 5월까지 사용 가능합니다. 여러장 가지고 있어 여러장 필요하신 분도 가능합니다. 인근에 도보로 방문 가능한 성심당 DCC점, 오씨칼국수, 엑스포 한빛탑/광장이 있으며, 1-2km 반경에 한밭수목원과 신세계 Art&Science 백화점, 7km 거리에 현대프리미엄아울렛이 위치해 있어서 대전 여행시 숙박하기 좋은 호텔입니다. 택배로 당일 발송드릴게요. 택배비 포함입니다. 가격 네고는 정중히 사양합니다.",여행/숙박이용권,판매중,,,,"제목 : 대전 여행 성심당 근처 호텔icc 숙박권 (조식포함), 상품 게시 시간 : 2024-10-10 11:31:55.941, 상세 설명 : 대전 호텔ICC 트윈룸 (2인 조식포함) 판매합니다. (평일/주말 구분없이 숙박 가능) 호텔 이용일은 호텔로 직접 사전 예약하여 사용하시면 됩니다. 25년 5월까지 사용 가능합니다. 여러장 가지고 있어 여러장 필요하신 분도 가능합니다. 인근에 도보로 방문 가능한 성심당 DCC점, 오씨칼국수, 엑스포 한빛탑/광장이 있으며, 1-2km 반경에 한밭수목원과 신세계 Art&Science 백화점, 7km 거리에 현대프리미엄아울렛이 위치해 있어서 대전 여행시 숙박하기 좋은 호텔입니다. 택배로 당일 발송드릴게요. 택배비 포함입니다. 가격 네고는 정중히 사양합니다.",2024-10-10,2025-05-25,트윈룸,2.0,0.0,택배거래,,조식 포함,False,,,호텔,국내,,False
438,중고나라,https://web.joongna.com/product/188130877,2024-10-10 11:31:55.941,"서울 신라호텔 11월 주말(토일) 1박 숙박, 2인 더파크뷰 조식 + 무료 발렛파킹",19,1,450000,https://img2.joongna.com/cafe-article-data/live/2024/10/07/1080336903/1728260326255_000_Dh104_main.jpg?impolicy=resizeWatermark3&isSecret=false,11월 주말 언제든 가능합니다. - 신라 더파크뷰 조식 2인 -서울신라호텔 디럭스룸 2인 -피트니스 클럽 실내수영장 -룸서비스 10프로 할인 지원 -레이트체크아웃 (~오후 2시까지 당일 객실 사정변동) -무료 발렛파킹 제공(33000원 상당) -36개월 미만 인원추가비용없음 미리 좋은 기회에 저렴하게 구입하실분 연락주세요!^^,여행/숙박이용권,판매중,,,,"제목 : 서울 신라호텔 11월 주말(토일) 1박 숙박, 2인 더파크뷰 조식 + 무료 발렛파킹, 상품 게시 시간 : 2024-10-10 11:31:55.941, 상세 설명 : 11월 주말 언제든 가능합니다. - 신라 더파크뷰 조식 2인 -서울신라호텔 디럭스룸 2인 -피트니스 클럽 실내수영장 -룸서비스 10프로 할인 지원 -레이트체크아웃 (~오후 2시까지 당일 객실 사정변동) -무료 발렛파킹 제공(33000원 상당) -36개월 미만 인원추가비용없음 미리 좋은 기회에 저렴하게 구입하실분 연락주세요!^^",,,디럭스룸,2.0,0.0,기타,,"더파크뷰 조식, 피트니스 클럽, 실내수영장, 룸서비스 10프로 할인",True,,14:00,호텔,국내,,False
439,중고나라,https://web.joongna.com/product/188129944,2024-10-10 11:31:55.941,제주도 성산 골든튤립호텔 디럭스룸 조식 미포함(주말 동일 가격),7,0,40000,"https://img2.joongna.com/cafe-article-data/live/2024/10/07/1080335872/1728259888926_000_G6TFM_main.jpg?impolicy=resizeWatermark3&isSecret=false, https://img2.joongna.com/cafe-article-data/live/2024/10/07/1080335872/1728259888926_001_kycVY.jpg?impolicy=resizeWatermark3&isSecret=false, https://img2.joongna.com/cafe-article-data/live/2024/10/07/1080335872/1728259888926_002_1gVgc.jpg?impolicy=resizeWatermark3&isSecret=false, https://img2.joongna.com/cafe-article-data/live/2024/10/07/1080335872/1728259888926_003_KhDrm.jpg?impolicy=resizeWatermark3&isSecret=false",제주도 성산 골든튤립호텔 디럭스룸 예약대행해드립니다 더블 베드 1 싱글 1 구조로된 방이며 예약상황에 따라 오션뷰 배정도 가능합니다 주중 주말 상관없이 가능하시며 다만 예약센터가 주중에만 운영되므로 주중에 주말 예약을 해주셔야 주말 이용 가능합니다 조식 미포함입니다,여행/숙박이용권,판매중,,,,"제목 : 제주도 성산 골든튤립호텔 디럭스룸 조식 미포함(주말 동일 가격), 상품 게시 시간 : 2024-10-10 11:31:55.941, 상세 설명 : 제주도 성산 골든튤립호텔 디럭스룸 예약대행해드립니다 더블 베드 1 싱글 1 구조로된 방이며 예약상황에 따라 오션뷰 배정도 가능합니다 주중 주말 상관없이 가능하시며 다만 예약센터가 주중에만 운영되므로 주중에 주말 예약을 해주셔야 주말 이용 가능합니다 조식 미포함입니다",,,디럭스룸,,0.0,기타,,,False,,,호텔,국내,,False
440,중고나라,https://web.joongna.com/product/188127255,2024-10-10 11:31:55.941,호텔에어시티제주 10월8일~10일,8,0,100000,/cafe-article-data/live/2024/10/07/1080332788/1728258566961_000_woJjP_main.jpg?impolicy=DoubleWtmk&ftext={0},안녕하세요 호텔에어시티 디럭스트윈 10일8일~10일양도합니다,여행/숙박이용권,판매중,,,,"제목 : 호텔에어시티제주 10월8일~10일, 상품 게시 시간 : 2024-10-10 11:31:55.941, 상세 설명 : 안녕하세요 호텔에어시티 디럭스트윈 10일8일~10일양도합니다",,,클럽 디럭스룸 더블룸,,0.0,기타,420000.0,클럽라운지 2인 포함,False,,,호텔,국내,,False
441,중고나라,https://web.joongna.com/product/188119434,2024-10-10 11:31:55.941,여수 소노캄 호텔 숙박권,14,0,150000,/cafe-article-data/live/2024/10/07/1080323595/1728252831806_000_VCDRw_main.jpg?impolicy=DoubleWtmk&ftext={0},여수 소노캄 숙박 지류권입니다 날짜와 객실여부 예약은 061 660 5800 유효기간은 12월 4일까지 일요일부터 목요일 가능 지류권 지참 필수입니다. 010 3959 6848 문자 주세요.,여행/숙박이용권,판매중,,,,"제목 : 여수 소노캄 호텔 숙박권, 상품 게시 시간 : 2024-10-10 11:31:55.941, 상세 설명 : 여수 소노캄 숙박 지류권입니다 날짜와 객실여부 예약은 061 660 5800 유효기간은 12월 4일까지 일요일부터 목요일 가능 지류권 지참 필수입니다. 010 3959 6848 문자 주세요.",null,2024-12-04,null,,0.0,기타,,null,False,,,호텔,국내,,False
442,중고나라,https://web.joongna.com/product/188112456,2024-10-10 11:31:55.941,부산롯데호텔 클럽룸 양도합니다ㅡ11월 2일 토요일 1박,7,0,420000,/cafe-article-data/live/2024/10/07/1080314703/1728237825980_000_AvCDf_main.png?impolicy=DoubleWtmk&ftext={0},"부산롯데호텔 예약된거 양도합니다ㅡ11월 2일 토요일 1박 클럽 디럭스룸 더블룸 (큰 더블침대 1개) 입니다. ㅡ42만원 클럽라운지 2인 포함입니다. 클럽라운지에서 아침 조식부터, 낮에는 샌드위치와 과일, 음료 저녁 해피아워에서는 와인,맥주,칵테일등 다양한 술과 음료, 안주를 뷔페식으로 마음껏 드실수있어요. 수영장은 하루에 2명씩 무료 이용가능하고, 사우나는 1박당 2명 무료입니다.",여행/숙박이용권,판매중,,,,"제목 : 부산롯데호텔 클럽룸 양도합니다ㅡ11월 2일 토요일 1박, 상품 게시 시간 : 2024-10-10 11:31:55.941, 상세 설명 : 부산롯데호텔 예약된거 양도합니다ㅡ11월 2일 토요일 1박 클럽 디럭스룸 더블룸 (큰 더블침대 1개) 입니다. ㅡ42만원 클럽라운지 2인 포함입니다. 클럽라운지에서 아침 조식부터, 낮에는 샌드위치와 과일, 음료 저녁 해피아워에서는 와인,맥주,칵테일등 다양한 술과 음료, 안주를 뷔페식으로 마음껏 드실수있어요. 수영장은 하루에 2명씩 무료 이용가능하고, 사우나는 1박당 2명 무료입니다.",2024-10-08,2024-10-10,디럭스트윈,,0.0,기타,,,False,,,호텔,국내,,False
443,중고나라,https://web.joongna.com/product/188105103,2024-10-10 11:31:55.941,[양도] 바르셀로나 콜론 호텔 10/8-9 양도합니다.,10,0,470000,"https://img2.joongna.com/cafe-article-data/live/2024/10/07/1080306611/1728228275991_000_Pm3Pn_main.jpg?impolicy=resizeWatermark3&isSecret=false, https://img2.joongna.com/cafe-article-data/live/2024/10/07/1080306611/1728228275992_001_xDQbA.jpg?impolicy=resizeWatermark3&isSecret=false",바르셀로나 콜론 호텔 슈페리어룸 디자인 대성당뷰 양도합니다. 일정 변경으로인해 양도합니다. 예약이 힘든 대성당뷰입니다. 연락주세요.,여행/숙박이용권,판매중,,,,"제목 : [양도] 바르셀로나 콜론 호텔 10/8-9 양도합니다., 상품 게시 시간 : 2024-10-10 11:31:55.941, 상세 설명 : 바르셀로나 콜론 호텔 슈페리어룸 디자인 대성당뷰 양도합니다. 일정 변경으로인해 양도합니다. 예약이 힘든 대성당뷰입니다. 연락주세요.",,,,,0.0,기타,,,False,,,호텔,국내,,False
444,중고나라,https://web.joongna.com/product/188104077,2024-10-10 11:31:55.941,강릉 씨마크 호텔 숙박권 2박 팝니다.,12,0,840000,"/cafe-article-data/live/2024/10/07/1080305444/1728227588362_000_5j3vl_main.jpg?impolicy=DoubleWtmk&ftext={0}, /cafe-article-data/live/2024/10/07/1080305444/1728227588362_001_u6qJZ.jpg?impolicy=DoubleWtmk&ftext={0}",씨마크호텔 프라마엄 디럭스2박(일~목요일) 주중 이용 숙박권 판매합니다 조식2인+77000원 부대시설 이용 가능하세요. 2025년 6월 30일까지입니다. 2장 팝니다.,여행/숙박이용권,판매중,,,,"제목 : 강릉 씨마크 호텔 숙박권 2박 팝니다., 상품 게시 시간 : 2024-10-10 11:31:55.941, 상세 설명 : 씨마크호텔 프라마엄 디럭스2박(일~목요일) 주중 이용 숙박권 판매합니다 조식2인+77000원 부대시설 이용 가능하세요. 2025년 6월 30일까지입니다. 2장 팝니다.",,,슈페리어룸,,0.0,기타,,대성당뷰,False,,,호텔,외국,,False
445,중고나라,https://web.joongna.com/product/188106992,2024-10-10 11:31:55.941,오늘 (10/6) 로스앤젤레스 (LA) 인터컨티넨탈 호텔 숙박 양도합니다.,8,0,140000,/cafe-article-data/live/2024/10/07/1080308683/1728229778861_000_4mf94_main.jpg?impolicy=DoubleWtmk&ftext={0},오늘--2024년 10월 6일 체크인--로스앤젤레스 인터컨티넨탈 호텔 또는 킴튼 호텔 베버리힐스 숙박 양도합니다. 가격은 100불 또는 14만원 생각하고 있습니다. 로스앤젤레스에 여행오신 분들 중 숙박이 필요하신 분은 연락주세요. 제 카카오톡 아이디는 tahoontycoon 입니다.,여행/숙박이용권,판매중,,,,"제목 : 오늘 (10/6) 로스앤젤레스 (LA) 인터컨티넨탈 호텔 숙박 양도합니다., 상품 게시 시간 : 2024-10-10 11:31:55.941, 상세 설명 : 오늘--2024년 10월 6일 체크인--로스앤젤레스 인터컨티넨탈 호텔 또는 킴튼 호텔 베버리힐스 숙박 양도합니다. 가격은 100불 또는 14만원 생각하고 있습니다. 로스앤젤레스에 여행오신 분들 중 숙박이 필요하신 분은 연락주세요. 제 카카오톡 아이디는 tahoontycoon 입니다.",2024-10-10,2025-06-30,프라마엄 디럭스,,0.0,기타,,"조식 포함, 부대시설 이용 가능",False,,,호텔,국내,,False
446,중고나라,https://web.joongna.com/product/188101171,2024-10-10 11:31:55.941,스위스 선스타 호텔 (그린델발트) 10월 16일 숙박 저렴하게 양도해요~ (신혼여행 호텔 유명),8,0,350000,"https://img2.joongna.com/cafe-article-data/live/2024/10/06/1080302044/1728225680976_000_qvAZH_main.PNG?impolicy=resizeWatermark3&isSecret=false, https://img2.joongna.com/cafe-article-data/live/2024/10/06/1080302044/1728225680976_001_RQtcL.PNG?impolicy=resizeWatermark3&isSecret=false, https://img2.joongna.com/cafe-article-data/live/2024/10/06/1080302044/1728225680976_002_UdARt.PNG?impolicy=resizeWatermark3&isSecret=false, https://img2.joongna.com/cafe-article-data/live/2024/10/06/1080302044/1728225680976_003_jWnKq.PNG?isSecret=false&impolicy=resizeWatermark3, https://img2.joongna.com/cafe-article-data/live/2024/10/06/1080302044/1728225680976_004_dxKny.PNG?impolicy=resizeWatermark3&isSecret=false","사정상 스위스 방문이 어려워서 눈물을 머금고 양도합니다 ㅠㅜ 신혼여행 호텔로 굉장히 유명한 곳이에요! 그만큼 호텔 깔끔하고 위치가 좋습니다. 제가 예약한건 프리미엄 더블룸이고 (조식 포함) 아이거 북벽뷰가 보이는 뷰가 굉장히 이쁜 방입니다. 뷰만 바라보는것만 해도 힐링이고, 방에서 찍는 사진은 인생사진 되실거에요 :) 조식 먹는곳도 뷰가 진짜 이뻐요. 많이 찾아보고 예약한만큼 양도하려니 마음이 쓰리지만 ^.ㅠ 저렴한 가격에 양도하려고 합니다ㅠㅜ 지금 아고다에 검색해보면 66만원인 방인데 35만원에 넘기려고 합니다. 문의 주시면 네고 좀 더 가능해요! 1. 숙박 기간: 10/16(수) - 10/18(목), 1일 2. 룸 형태: 프리미엄 더블룸 (아이거 북벽뷰) 위치: 그린델발트 역에서 도보 10분 / 길 건너 피르스트 곤돌라 승강장 시설: 수영장과 짐, 사우나 시설 완비/ 야외 테라스 훌륭 3. 판매 가격: 35만원 (현재 룸 가격: 66만원_10/5검색 기준) *문의 주시면 좀 더 네고 가능합니다. 4. 양도 방법: 호텔 측에 투숙자 변경 요청 예정 5. 연락처: 010-삼0일육-일9팔9",여행/숙박이용권,판매중,,,,"제목 : 스위스 선스타 호텔 (그린델발트) 10월 16일 숙박 저렴하게 양도해요~ (신혼여행 호텔 유명), 상품 게시 시간 : 2024-10-10 11:31:55.941, 상세 설명 : 사정상 스위스 방문이 어려워서 눈물을 머금고 양도합니다 ㅠㅜ 신혼여행 호텔로 굉장히 유명한 곳이에요! 그만큼 호텔 깔끔하고 위치가 좋습니다. 제가 예약한건 프리미엄 더블룸이고 (조식 포함) 아이거 북벽뷰가 보이는 뷰가 굉장히 이쁜 방입니다. 뷰만 바라보는것만 해도 힐링이고, 방에서 찍는 사진은 인생사진 되실거에요 :) 조식 먹는곳도 뷰가 진짜 이뻐요. 많이 찾아보고 예약한만큼 양도하려니 마음이 쓰리지만 ^.ㅠ 저렴한 가격에 양도하려고 합니다ㅠㅜ 지금 아고다에 검색해보면 66만원인 방인데 35만원에 넘기려고 합니다. 문의 주시면 네고 좀 더 가능해요! 1. 숙박 기간: 10/16(수) - 10/18(목), 1일 2. 룸 형태: 프리미엄 더블룸 (아이거 북벽뷰) 위치: 그린델발트 역에서 도보 10분 / 길 건너 피르스트 곤돌라 승강장 시설: 수영장과 짐, 사우나 시설 완비/ 야외 테라스 훌륭 3. 판매 가격: 35만원 (현재 룸 가격: 66만원_10/5검색 기준) *문의 주시면 좀 더 네고 가능합니다. 4. 양도 방법: 호텔 측에 투숙자 변경 요청 예정 5. 연락처: 010-삼0일육-일9팔9",2024-10-16,2024-10-18,프리미엄 더블룸,,0.0,기타,660000.0,"조식 포함, 아이거 북벽뷰",False,,,호텔,외국,,False
447,중고나라,https://web.joongna.com/product/188088600,2024-10-10 11:31:55.941,보코 ( VOCO ) 서울강남 호텔 숙박권,13,0,230000,"https://img2.joongna.com/cafe-article-data/live/2024/10/06/1080287364/1728219062916_000_0L1np_main.jpg?impolicy=resizeWatermark3&isSecret=false, https://img2.joongna.com/cafe-article-data/live/2024/10/06/1080287364/1728219062916_001_FUWdZ.jpg?impolicy=resizeWatermark3&isSecret=false",보코 서울 강남 1박 숙박권 Premium One King Bed Hinoki 1 Night 히노끼탕 있는 룸이예요 이용 제한 있는 날짜있으니 숙박권 사진 참고해주세요 직 거 래 부천입니다 문자로 연락주세요^^,여행/숙박이용권,판매중,,,,"제목 : 보코 ( VOCO ) 서울강남 호텔 숙박권, 상품 게시 시간 : 2024-10-10 11:31:55.941, 상세 설명 : 보코 서울 강남 1박 숙박권 Premium One King Bed Hinoki 1 Night 히노끼탕 있는 룸이예요 이용 제한 있는 날짜있으니 숙박권 사진 참고해주세요 직 거 래 부천입니다 문자로 연락주세요^^",,,Premium One King Bed Hinoki,,0.0,직거래,,히노끼탕,False,,,호텔,국내,,False
448,중고나라,https://web.joongna.com/product/188097533,2024-10-10 11:31:55.941,서울드래곤시티 용산 노보텔 호텔 이용권 판매,14,0,200000,https://img2.joongna.com/cafe-article-data/live/2024/10/06/1080297921/1728223487905_000_TqjTT_main.png?impolicy=resizeWatermark3&isSecret=false,서울드래곤시티 용산 노보텔/노보텔 스위트 이용권 판매합니다. 1. 노보텔 슈페리어룸 주말이용권 룸온리 - 20만원 수영장 이용가능합니다. 성인2 +아이2 가능 2. 노보텔스위트 주니어스위트 주중이용권 룸온리 - 23만원 수영장 / 사우나 이용가능합니다. 성인2 +아이2 가능 3. 노보텔스위트 주니어스위트룸 주말이용권 룸온리 - 26만원 수영장 / 사우나 이용가능합니다. 성인2 +아이2 가능 이용일자 문의하시면 예약가능여부 확인하고 예약잡아드립니다. 호텔에서 직거래 합니다. 혹은 제가 호텔로비에 미리 이용권 맡겨두고 거래 가능합니다.(바로 체크인 가능) 10월까지입니다. 0l0-오47오-24오3 연락주세요.,여행/숙박이용권,판매중,,,,"제목 : 서울드래곤시티 용산 노보텔 호텔 이용권 판매, 상품 게시 시간 : 2024-10-10 11:31:55.941, 상세 설명 : 서울드래곤시티 용산 노보텔/노보텔 스위트 이용권 판매합니다. 1. 노보텔 슈페리어룸 주말이용권 룸온리 - 20만원 수영장 이용가능합니다. 성인2 +아이2 가능 2. 노보텔스위트 주니어스위트 주중이용권 룸온리 - 23만원 수영장 / 사우나 이용가능합니다. 성인2 +아이2 가능 3. 노보텔스위트 주니어스위트룸 주말이용권 룸온리 - 26만원 수영장 / 사우나 이용가능합니다. 성인2 +아이2 가능 이용일자 문의하시면 예약가능여부 확인하고 예약잡아드립니다. 호텔에서 직거래 합니다. 혹은 제가 호텔로비에 미리 이용권 맡겨두고 거래 가능합니다.(바로 체크인 가능) 10월까지입니다. 0l0-오47오-24오3 연락주세요.",2024-10-10,2024-10-31,"슈페리어룸, 주니어스위트",4.0,0.0,직거래,260000.0,"수영장, 사우나",False,,,호텔,국내,,False
449,중고나라,https://web.joongna.com/product/188086684,2024-10-10 11:31:55.941,페어몬트 앰버서더 호텔 시그니처 스위트 숙박권,46,1,500000,"https://img2.joongna.com/cafe-article-data/live/2024/10/06/1080285170/1728218276541_000_GxNk0_main.jpg?impolicy=resizeWatermark3&isSecret=false, https://img2.joongna.com/cafe-article-data/live/2024/10/06/1080285170/1728218276541_001_Plo0t.jpg?impolicy=resizeWatermark3&isSecret=false, https://img2.joongna.com/cafe-article-data/live/2024/10/06/1080285170/1728218276541_002_M3nJx.jpg?impolicy=resizeWatermark3&isSecret=false, https://img2.joongna.com/cafe-article-data/live/2024/10/06/1080285170/1728218276542_003_G9VAv.jpg?impolicy=resizeWatermark3&isSecret=false","페어몬트 앰버서더 호텔 시그니처 스위트 숙박권(골드 라운지 2인 포함) 50만원에 판매합니다(기한 25년 10월) 주중 주말 모두 이용가능한데 법정 공휴일(어린이날, 크리스마스 등), 불꽃축제일, 12월31일 등은 블랙아웃데이로 사용이 제한됩니다! 안전거래 가능하고 등포로 보내드리겠습니다! 연락주세요. 감사합니다!",여행/숙박이용권,판매중,,,,"제목 : 페어몬트 앰버서더 호텔 시그니처 스위트 숙박권, 상품 게시 시간 : 2024-10-10 11:31:55.941, 상세 설명 : 페어몬트 앰버서더 호텔 시그니처 스위트 숙박권(골드 라운지 2인 포함) 50만원에 판매합니다(기한 25년 10월) 주중 주말 모두 이용가능한데 법정 공휴일(어린이날, 크리스마스 등), 불꽃축제일, 12월31일 등은 블랙아웃데이로 사용이 제한됩니다! 안전거래 가능하고 등포로 보내드리겠습니다! 연락주세요. 감사합니다!",2024-10-10,2049-10-10,시그니처 스위트,,0.0,택배거래,500000.0,골드 라운지 2인 포함,False,,,호텔,국내,불꽃축제,False
450,중고나라,https://web.joongna.com/product/188086649,2024-10-10 11:31:55.941,페어몬트 서울 호텔 스펙트럼 뷔페 2인권 + 콜키지 프리 바우처 + 발렛무료권,21,1,240000,"https://img2.joongna.com/cafe-article-data/live/2024/10/06/1080285136/1728218259786_000_FSX0r_main.jpg?impolicy=resizeWatermark3&isSecret=false, https://img2.joongna.com/cafe-article-data/live/2024/10/06/1080285136/1728218259786_001_M6mCq.jpg?impolicy=resizeWatermark3&isSecret=false, https://img2.joongna.com/cafe-article-data/live/2024/10/06/1080285136/1728218259786_002_oAJMn.jpg?impolicy=resizeWatermark3&isSecret=false","페어몬트 서울 호텔 스펙트럼 뷔페 2인권 + 콜키지 프리 바우처 + 발렛무료권 3장을 세트로 판매합니다! (유통기한 25년 10월) 주중 주말 중식 석식 모두 이용가능한데 법정 공휴일(어린이날, 크리스마스 등), 불꽃축제일, 12월31일 등은 블랙아웃데이로 사용이 제한됩니다! 1세트에 24만원 2세트에 47만원입니다! 안전거래 가능하고 등포로 보내드릴께요-! 연락주세요. 감사합니다!",여행/숙박이용권,판매중,,,,"제목 : 페어몬트 서울 호텔 스펙트럼 뷔페 2인권 + 콜키지 프리 바우처 + 발렛무료권, 상품 게시 시간 : 2024-10-10 11:31:55.941, 상세 설명 : 페어몬트 서울 호텔 스펙트럼 뷔페 2인권 + 콜키지 프리 바우처 + 발렛무료권 3장을 세트로 판매합니다! (유통기한 25년 10월) 주중 주말 중식 석식 모두 이용가능한데 법정 공휴일(어린이날, 크리스마스 등), 불꽃축제일, 12월31일 등은 블랙아웃데이로 사용이 제한됩니다! 1세트에 24만원 2세트에 47만원입니다! 안전거래 가능하고 등포로 보내드릴께요-! 연락주세요. 감사합니다!",2024-10-10,2049-10-10,,2.0,0.0,직거래,240000.0,"콜키지 프리 바우처, 발렛무료권",True,,,호텔,국내,불꽃축제,False
451,중고나라,https://web.joongna.com/product/188101160,2024-10-10 11:31:55.941,서울 신라호텔 더 파크뷰 식사권 판매합니다.,13,0,170000,/cafe-article-data/live/2024/10/06/1080302020/1728225676372_000_tB9RZ_main.jpg?impolicy=DoubleWtmk&ftext={0},서울 신라호텔 더 파크뷰 식사권 판매합니다. 가족모임 예정이었는데 인원 한명이 불참하여 한장만 판매합니다. 발행일 23년 12월 20일 기준 1년간 유효합니다. 서울 노원구 월계동에서 직거래로 판매합니다. 관심 있으신 분은 위에 안심번호로 연락주세요.,여행/숙박이용권,판매중,,,,"제목 : 서울 신라호텔 더 파크뷰 식사권 판매합니다., 상품 게시 시간 : 2024-10-10 11:31:55.941, 상세 설명 : 서울 신라호텔 더 파크뷰 식사권 판매합니다. 가족모임 예정이었는데 인원 한명이 불참하여 한장만 판매합니다. 발행일 23년 12월 20일 기준 1년간 유효합니다. 서울 노원구 월계동에서 직거래로 판매합니다. 관심 있으신 분은 위에 안심번호로 연락주세요.",,,,,0.0,기타,,,False,,,호텔,국내,,True
452,중고나라,https://web.joongna.com/product/188093674,2024-10-10 11:31:55.941,대구 수성호텔 호텔수성 수영장 vip 11만5천 이용권 4만에 팝니다,5,0,40000,/cafe-article-data/live/2024/10/06/1080293353/1728221445948_000_CZBn6_main.jpg?impolicy=DoubleWtmk&ftext={0},대구 수성호텔 호텔수성 수영장 vip 11만5천 이용권 4만에 팝니다 사실분 010 8497 8258 여기로 연락 주세요,여행/숙박이용권,판매중,,,,"제목 : 대구 수성호텔 호텔수성 수영장 vip 11만5천 이용권 4만에 팝니다, 상품 게시 시간 : 2024-10-10 11:31:55.941, 상세 설명 : 대구 수성호텔 호텔수성 수영장 vip 11만5천 이용권 4만에 팝니다 사실분 010 8497 8258 여기로 연락 주세요",null,2024-10-12,,,0.0,기타,,,False,,,호텔,국내,,False
453,중고나라,https://web.joongna.com/product/188094684,2024-10-10 11:31:55.941,대구 수성호텔 뷔페 포시즌 디너 주말 이용권 팝니다 (기한 10월12일),4,0,50000,/cafe-article-data/live/2024/10/06/1080294587/1728221972106_000_EBpQR_main.jpg?impolicy=DoubleWtmk&ftext={0},대구 수성호텔 뷔페 포시즌 디너 주말 이용권 팝니다 (기한 10월12일) 010 8497 8258 여기로 연락 주세요,여행/숙박이용권,판매중,,,,"제목 : 대구 수성호텔 뷔페 포시즌 디너 주말 이용권 팝니다 (기한 10월12일), 상품 게시 시간 : 2024-10-10 11:31:55.941, 상세 설명 : 대구 수성호텔 뷔페 포시즌 디너 주말 이용권 팝니다 (기한 10월12일) 010 8497 8258 여기로 연락 주세요",2023-12-20,2024-12-20,,1.0,0.0,직거래,,,False,,,호텔,국내,,False
454,중고나라,https://web.joongna.com/product/188086331,2024-10-10 11:31:55.941,강남 ac 호텔 10월 26~27일 1박,13,0,230000,https://img2.joongna.com/cafe-article-data/live/2024/10/06/1080284787/1728218125943_000_eCoD8_main.jpeg?impolicy=resizeWatermark3&isSecret=false,역삼역에 있는 메리어트계열 강남 AC 호텔 1박 양도합니다. 10월 26~27일 (토~일) 기본 1베드룸이며 조식불포입니다. 23만원에 양도합니다,여행/숙박이용권,판매중,,,,"제목 : 강남 ac 호텔 10월 26~27일 1박, 상품 게시 시간 : 2024-10-10 11:31:55.941, 상세 설명 : 역삼역에 있는 메리어트계열 강남 AC 호텔 1박 양도합니다. 10월 26~27일 (토~일) 기본 1베드룸이며 조식불포입니다. 23만원에 양도합니다",2024-10-26,2024-10-27,1베드룸,,0.0,직거래,230000.0,조식불포,False,,,호텔,국내,,False
455,중고나라,https://web.joongna.com/product/188085767,2024-10-10 11:31:55.941,서울 앰버서더 풀만호텔 10월8일(화) 급처,18,0,190000,https://img2.joongna.com/cafe-article-data/live/2024/10/06/1080284105/1728217878923_000_Fk018_main.png?impolicy=resizeWatermark3&isSecret=false,10월8일(화) 스탠다드룸 1박 양도요 전화나 문자만 주세요,여행/숙박이용권,판매중,,,,"제목 : 서울 앰버서더 풀만호텔 10월8일(화) 급처, 상품 게시 시간 : 2024-10-10 11:31:55.941, 상세 설명 : 10월8일(화) 스탠다드룸 1박 양도요 전화나 문자만 주세요",,,스탠다드룸,,0.0,기타,,,False,,,호텔,국내,,False
